HOUSEHOLD_ID,REGION,COUNTRY,ENERGY_SOURCE,MONTHLY_USAGE_KWH,YEAR,HOUSEHOLD_SIZE,INCOME_LEVEL,URBAN_RURAL,ADOPTION_YEAR,SUBSIDY_RECEIVED,COST_SAVINGS_USD
H03505,Africa,Egypt,Solar,226.044,2022,6,High,Rural,2021,Yes,114.695
H03655,Europe,UK,Geothermal,1387.958,2021,2,High,Urban,2014,No,164.549
H03007,Europe,France,Solar,1267.942,2023,7,High,Urban,2010,No,254.044
H03037,North America,USA,Wind,1208.337,2021,7,High,Rural,2018,Yes,61.033
H00253,Europe,Spain,Geothermal,705.77,2024,8,High,Urban,2014,Yes,131.803
H01962,South America,Chile,Geothermal,376.337,2020,5,High,Rural,2017,No,173.411
H03730,Africa,Nigeria,Hydro,965.809,2021,7,High,Urban,2017,Yes,181.895
H00027,South America,Colombia,Wind,1806.337,2021,7,High,Urban,2014,Yes,118.034
H04464,Australia,New Zealand,Solar,1727.141,2020,8,High,Rural,2019,No,126.945
H03524,Asia,China,Hydro,1441.362,2024,8,High,Urban,2012,Yes,226.646
H01542,Asia,Indonesia,Wind,1233.609,2024,7,High,Rural,2024,No,248.129
H02233,South America,Argentina,Solar,181.207,2023,5,High,Urban,2023,No,139.398
H04121,North America,USA,Solar,1880.112,2021,7,High,Rural,2011,Yes,128.107
H00255,Australia,Australia,Geothermal,803.868,2020,5,High,Urban,2012,No,236.74
H03801,South America,Brazil,Wind,1061.944,2024,8,High,Rural,2024,No,32.886
H04311,Europe,France,Biomass,1872.299,2021,5,High,Urban,2020,No,266.357
H02293,Europe,Spain,Biomass,81.419,2022,4,High,Urban,2014,Yes,125.769
H01324,Africa,Nigeria,Wind,1876.355,2020,1,High,Urban,2019,No,279.447
H01551,South America,Colombia,Hydro,91.338,2022,3,High,Rural,2010,Yes,193.193
H04626,Africa,Ghana,Biomass,1746.784,2024,5,High,Rural,2017,Yes,256.942
H00860,Europe,Italy,Biomass,1258.816,2021,8,High,Rural,2016,No,115.759
H03861,Asia,Indonesia,Solar,956.371,2023,3,High,Urban,2017,Yes,170.905
H02606,Africa,South Africa,Geothermal,407.914,2023,8,High,Urban,2011,No,119.756
H01176,Australia,Australia,Geothermal,468.143,2023,2,High,Urban,2020,No,20.3
H03198,North America,Mexico,Hydro,1739.322,2021,3,High,Urban,2013,Yes,83.433
H01352,Europe,UK,Biomass,683.202,2023,8,High,Rural,2022,Yes,42.945
H00110,Africa,Kenya,Geothermal,1724.112,2024,7,High,Rural,2012,Yes,21.847
H02373,North America,Canada,Geothermal,551.122,2023,5,High,Rural,2015,Yes,195.027
H02147,South America,Argentina,Wind,1824.693,2021,3,High,Urban,2011,Yes,311.318
H01435,Africa,Nigeria,Hydro,110.305,2021,3,High,Rural,2019,Yes,77.217
H00539,Africa,Kenya,Wind,1736.059,2020,7,High,Rural,2010,No,135.926
H01873,Africa,South Africa,Hydro,1722.734,2021,6,High,Rural,2017,No,126.49
H02846,Africa,Ghana,Solar,1047.618,2020,7,High,Urban,2011,Yes,35.98
H02562,Africa,Nigeria,Wind,93.353,2023,3,High,Rural,2014,Yes,215.943
H00222,North America,Mexico,Hydro,789.568,2024,8,High,Urban,2020,Yes,49.287
H02610,Africa,Kenya,Solar,1016.47,2023,3,High,Rural,2023,Yes,293.937
H04416,Europe,France,Hydro,380.341,2021,5,High,Urban,2018,No,126.378
H03669,Africa,South Africa,Hydro,862.108,2024,2,High,Rural,2023,Yes,211.351
H01259,Australia,Australia,Biomass,224.848,2021,3,High,Rural,2020,No,192.598
H01452,Africa,Nigeria,Geothermal,170.95,2020,4,High,Urban,2010,No,345.597
H04812,Europe,Italy,Geothermal,223.899,2023,5,High,Urban,2015,Yes,57.967
H04680,Africa,South Africa,Geothermal,291.343,2020,3,High,Rural,2011,No,291.935
H02965,North America,USA,Hydro,1618.266,2023,5,High,Rural,2013,Yes,38.304
H02779,Africa,Egypt,Wind,771.316,2024,1,High,Urban,2015,Yes,86.555
H02949,Africa,South Africa,Solar,1306.747,2020,7,High,Rural,2017,No,150.129
H00725,Asia,Japan,Geothermal,250.965,2024,5,High,Rural,2017,Yes,193.613
H04708,North America,Canada,Biomass,547.417,2024,2,High,Rural,2012,No,13.356
H00211,Asia,Japan,Hydro,818.441,2024,2,High,Urban,2011,Yes,312.655
H00355,Asia,China,Hydro,135.941,2023,7,High,Rural,2011,No,343.434
H03929,Africa,South Africa,Geothermal,956.657,2022,8,High,Urban,2014,No,287.714
H03780,North America,Canada,Biomass,1687.517,2020,1,High,Urban,2020,Yes,261.128
H04481,North America,Mexico,Wind,976.534,2022,6,High,Rural,2015,No,153.146
H01438,Africa,South Africa,Biomass,1661.491,2022,4,High,Urban,2015,No,82.054
H00735,South America,Colombia,Biomass,908.739,2024,5,High,Urban,2022,Yes,199.948
H00997,South America,Brazil,Geothermal,1395.511,2023,8,High,Urban,2020,No,138.187
H00062,Australia,New Zealand,Biomass,1076.712,2023,3,High,Urban,2010,Yes,102.326
H00479,Australia,New Zealand,Wind,109.304,2020,8,High,Urban,2015,No,220.794
H04113,Africa,Egypt,Geothermal,1601.418,2024,4,High,Rural,2019,Yes,53.711
H00323,Africa,South Africa,Wind,589.992,2023,3,High,Urban,2023,Yes,215.761
H03143,Africa,Ghana,Geothermal,152.165,2021,3,High,Urban,2011,No,27.454
H02925,Asia,Japan,Hydro,1554.358,2023,2,High,Rural,2013,No,50.687
H00534,Asia,Indonesia,Biomass,306.488,2022,7,High,Rural,2016,No,329.105
H02649,Australia,New Zealand,Hydro,237.874,2020,6,High,Urban,2020,No,128.366
H01984,Africa,Ghana,Biomass,97.474,2022,7,High,Rural,2022,Yes,75.229
H01537,Asia,China,Wind,1844.219,2024,6,High,Rural,2022,No,318.969
H03361,South America,Chile,Geothermal,764.92,2023,6,High,Rural,2015,No,284.228
H03666,Asia,Indonesia,Wind,1534.429,2022,4,High,Rural,2022,No,217.616
H03627,Australia,New Zealand,Geothermal,884.403,2021,1,High,Urban,2020,No,24.066
H03221,North America,Mexico,Solar,1887.574,2020,7,High,Urban,2015,Yes,16.443
H01175,Europe,France,Geothermal,282.802,2023,7,High,Urban,2023,Yes,135.618
H03812,Europe,France,Geothermal,1679.34,2021,4,High,Urban,2014,No,162.4
H03867,Africa,Ghana,Geothermal,528.801,2024,4,High,Urban,2017,Yes,348.061
H03779,Asia,South Korea,Biomass,1244.802,2022,4,High,Urban,2011,Yes,50.54
H02417,Australia,New Zealand,Biomass,655.135,2020,2,High,Urban,2013,Yes,297.836
H04025,North America,Mexico,Hydro,1885.104,2020,2,High,Rural,2017,No,298.732
H03251,North America,Mexico,Solar,414.479,2021,3,High,Urban,2011,No,208.67
H03751,Asia,Japan,Wind,1452.178,2024,7,High,Rural,2021,Yes,274.372
H04582,Europe,France,Solar,564.733,2022,6,High,Urban,2020,No,311.395
H01193,Australia,Australia,Hydro,1935.219,2023,1,High,Urban,2013,No,66.99
H04588,Europe,Italy,Hydro,1079.182,2020,3,High,Rural,2018,Yes,152.817
H00625,Asia,South Korea,Solar,896.129,2020,5,High,Urban,2010,No,239.19
H00234,Asia,China,Wind,441.584,2024,8,High,Rural,2023,Yes,126.434
H00416,Australia,New Zealand,Solar,336.505,2023,3,High,Urban,2023,No,104.881
H03254,Africa,Nigeria,Wind,1431.521,2022,3,High,Urban,2016,Yes,196.497
H00597,South America,Argentina,Wind,1814.683,2021,6,High,Urban,2018,Yes,46.249
H04406,Australia,Australia,Wind,1588.639,2021,8,High,Rural,2021,No,218.113
H04720,Europe,UK,Solar,1677.091,2021,8,High,Urban,2015,Yes,174.965
H01341,Asia,China,Geothermal,1019.603,2024,2,High,Rural,2015,Yes,213.5
H00599,Australia,New Zealand,Geothermal,1531.153,2020,5,High,Rural,2016,No,265.811
H03465,South America,Peru,Biomass,1608.165,2020,4,High,Urban,2015,Yes,222.047
H03104,South America,Chile,Wind,143.585,2020,1,High,Urban,2015,No,17.206
H04193,Australia,New Zealand,Wind,1690.403,2020,1,High,Rural,2018,Yes,133.735
H04191,Africa,Kenya,Biomass,724.1,2022,2,High,Urban,2011,No,121.954
H01136,Africa,Nigeria,Hydro,1314.365,2022,7,High,Rural,2012,Yes,252.518
H01205,Asia,South Korea,Biomass,371.891,2020,3,High,Rural,2020,No,217.791
H01048,North America,USA,Biomass,1546.116,2021,4,High,Urban,2021,Yes,40.488
H03185,Australia,New Zealand,Solar,595.608,2024,3,High,Rural,2012,No,207.501
H00196,Australia,Australia,Hydro,1317.901,2024,2,High,Urban,2010,No,249.144
H03248,South America,Argentina,Geothermal,564.083,2022,3,High,Rural,2010,Yes,230.069
H01433,Australia,New Zealand,Biomass,553.644,2021,3,High,Rural,2021,Yes,332.479
H01050,Europe,Italy,Wind,714.506,2023,8,High,Urban,2023,Yes,49.259
H04404,South America,Brazil,Geothermal,1240.85,2021,6,High,Rural,2010,No,305.361
H02053,South America,Peru,Solar,414.427,2020,5,High,Rural,2015,No,44.919
H04259,South America,Peru,Hydro,1753.05,2021,1,High,Urban,2017,Yes,74.907
H00135,Asia,China,Biomass,950.313,2022,8,High,Urban,2019,No,200.291
H00512,North America,USA,Biomass,1313.988,2024,4,High,Rural,2011,Yes,85.547
H04730,Australia,Australia,Solar,1131.338,2022,1,High,Urban,2021,Yes,61.257
H04862,Australia,Australia,Geothermal,535.678,2021,3,High,Urban,2010,Yes,236.796
H02118,Australia,New Zealand,Wind,131.898,2024,5,High,Urban,2014,Yes,87.297
H00252,Asia,Indonesia,Solar,857.259,2023,2,High,Rural,2014,Yes,54.929
H01508,South America,Brazil,Solar,388.05,2020,4,High,Urban,2011,Yes,323.358
H00123,South America,Brazil,Geothermal,518.271,2021,1,High,Urban,2014,No,17.864
H03334,Europe,Italy,Biomass,1607.827,2023,5,High,Urban,2017,No,221.34
H01872,Asia,Indonesia,Biomass,424.593,2024,3,High,Urban,2018,No,260.113
H01372,Australia,Australia,Geothermal,1002.287,2023,4,High,Rural,2013,No,211.162
H01057,Europe,Italy,Geothermal,727.688,2022,8,High,Rural,2021,Yes,193.585
H00857,Australia,New Zealand,Biomass,340.522,2022,8,High,Rural,2013,Yes,72.856
H00721,North America,Canada,Hydro,1209.598,2024,4,High,Urban,2015,No,74.858
H00319,North America,Canada,Wind,257.881,2020,2,High,Rural,2018,Yes,347.97
H00829,Africa,South Africa,Biomass,1121.484,2020,4,High,Urban,2016,No,108.871
H03264,South America,Brazil,Solar,1137.253,2021,6,High,Urban,2020,Yes,254.681
H02665,Europe,Germany,Wind,379.288,2021,2,High,Rural,2010,Yes,204.379
H02935,Africa,Kenya,Solar,321.646,2022,8,High,Rural,2019,Yes,39.697
H00606,Europe,Germany,Biomass,1621.854,2024,3,High,Urban,2014,No,204.617
H04608,Europe,Spain,Biomass,867.373,2023,2,High,Urban,2022,Yes,183.295
H00299,Asia,China,Solar,489.32,2020,3,High,Urban,2019,No,77.343
H02537,Europe,Italy,Biomass,209.742,2021,8,High,Rural,2010,Yes,242.389
H04204,Australia,Australia,Hydro,837.239,2023,1,High,Rural,2013,Yes,275.555
H03726,Australia,New Zealand,Solar,701.376,2020,8,High,Rural,2010,No,11.284
H03270,Australia,New Zealand,Hydro,287.729,2021,2,High,Rural,2019,No,19.243
H04047,Asia,India,Biomass,1158.04,2022,1,High,Rural,2019,Yes,77.371
H01011,Australia,New Zealand,Solar,259.623,2020,6,High,Rural,2016,Yes,219.198
H02795,Australia,New Zealand,Biomass,75.166,2024,8,High,Rural,2011,No,88.277
H02230,Australia,New Zealand,Wind,340.379,2020,8,High,Urban,2016,No,196.882
H00379,North America,USA,Biomass,1242.059,2020,3,High,Urban,2017,No,308.798
H04036,Europe,Spain,Hydro,1042.6,2021,4,High,Urban,2011,Yes,225.785
H02663,Africa,Egypt,Biomass,333.203,2024,6,High,Rural,2023,Yes,12.019
H04013,Australia,New Zealand,Solar,484.224,2024,3,High,Rural,2022,Yes,221.83
H02958,South America,Peru,Wind,1739.27,2022,2,High,Rural,2012,Yes,333.942
H01039,South America,Colombia,Geothermal,136.474,2021,8,High,Rural,2010,Yes,257.292
H01345,South America,Argentina,Biomass,450.385,2022,1,High,Urban,2013,Yes,148.694
H02506,Europe,Spain,Wind,672.438,2022,8,High,Urban,2010,Yes,82.39
H01722,South America,Colombia,Solar,1412.021,2023,8,High,Rural,2017,Yes,316.988
H00176,South America,Argentina,Biomass,311.571,2021,2,High,Rural,2016,No,349.517
H04894,South America,Argentina,Hydro,857.168,2020,1,High,Urban,2012,No,56.658
H00046,Australia,Australia,Solar,1610.882,2022,4,High,Urban,2019,Yes,13.699
H01076,Australia,Australia,Hydro,981.227,2023,5,High,Urban,2017,No,47.005
H03987,Africa,South Africa,Hydro,398.528,2024,7,High,Urban,2014,No,205.716
H04919,Asia,Japan,Geothermal,822.081,2022,5,High,Rural,2015,Yes,159.033
H00843,Asia,India,Geothermal,1541.15,2020,3,High,Urban,2018,Yes,63.448
H01514,Asia,India,Hydro,321.451,2023,6,High,Rural,2013,No,22.694
H02285,Europe,UK,Biomass,1066.182,2022,7,High,Urban,2021,No,67.34
H03054,Africa,South Africa,Solar,981.214,2022,8,High,Rural,2021,No,122.913
H04560,Australia,New Zealand,Solar,599.352,2024,2,High,Rural,2012,Yes,317.163
H04362,Europe,Germany,Solar,1819.987,2024,6,High,Rural,2017,Yes,177.702
H01922,Australia,New Zealand,Biomass,693.485,2023,4,High,Rural,2023,No,162.54
H02722,South America,Colombia,Solar,1348.243,2022,6,High,Urban,2014,No,322
H01676,South America,Brazil,Wind,558.103,2021,7,High,Urban,2013,Yes,271.95
H04507,Europe,Spain,Wind,537.42,2020,2,High,Urban,2016,No,259.462
H04039,Australia,New Zealand,Biomass,1396.603,2022,6,High,Urban,2022,Yes,321.391
H04480,Europe,UK,Hydro,1681.55,2023,3,High,Rural,2012,No,103.943
H01747,Australia,Australia,Biomass,1110.538,2020,4,High,Rural,2018,Yes,150.283
H00020,Africa,Egypt,Wind,1707.849,2024,1,High,Rural,2015,Yes,260.974
H01323,Asia,Japan,Solar,92.326,2022,2,High,Urban,2016,Yes,82.943
H02522,Africa,Egypt,Hydro,706.836,2022,2,High,Rural,2022,Yes,35.637
H03434,Europe,Germany,Hydro,197.821,2023,6,High,Rural,2013,Yes,216.608
H02764,Asia,China,Wind,1188.317,2021,4,High,Rural,2013,No,280.875
H02998,Asia,Japan,Solar,650,2024,2,High,Urban,2019,Yes,138.236
H02229,Asia,Indonesia,Hydro,995.137,2022,3,High,Rural,2011,Yes,321.678
H00204,Europe,Spain,Hydro,1291.654,2021,7,High,Rural,2020,Yes,58.898
H04347,South America,Argentina,Solar,413.881,2023,5,High,Rural,2010,Yes,289.702
H01719,Europe,France,Geothermal,1548.807,2024,4,High,Urban,2022,No,287.917
H02499,Africa,Kenya,Biomass,1904.838,2023,8,High,Rural,2021,No,338.023
H03733,Europe,Germany,Geothermal,862.94,2021,7,High,Rural,2020,Yes,14.945
H04933,Europe,UK,Hydro,183.469,2023,4,High,Urban,2018,Yes,104.979
H03287,Europe,Germany,Hydro,402.857,2023,2,High,Rural,2011,No,322.63
H02651,Australia,New Zealand,Wind,969.241,2020,8,High,Urban,2020,No,172.97
H02125,Asia,China,Wind,1631.877,2020,8,High,Urban,2017,No,240.107
H00760,Africa,Nigeria,Solar,615.992,2020,3,High,Rural,2015,Yes,152.243
H04441,Africa,South Africa,Solar,1695.863,2023,5,High,Rural,2020,No,142.723
H02527,Africa,Kenya,Hydro,1257.828,2023,5,High,Urban,2010,No,294.063
H00215,South America,Peru,Hydro,1095.549,2024,3,High,Urban,2021,No,293.461
H03332,South America,Colombia,Biomass,467.35,2022,8,High,Rural,2010,Yes,159.355
H02463,Africa,South Africa,Wind,1025.089,2021,6,High,Rural,2021,No,335.174
H04668,Asia,South Korea,Wind,124.163,2022,5,High,Urban,2011,No,116.767
H01331,Africa,Ghana,Hydro,578.903,2022,6,High,Rural,2019,Yes,81.914
H04503,Asia,Indonesia,Solar,691.288,2021,6,High,Rural,2021,No,17.969
H03502,South America,Colombia,Geothermal,1945.385,2020,2,High,Urban,2010,Yes,71.946
H04991,South America,Brazil,Wind,386.581,2024,5,High,Rural,2020,Yes,296.898
H01346,South America,Colombia,Wind,427.531,2022,5,High,Rural,2021,No,208.74
H00069,Europe,Italy,Wind,1039.844,2024,6,High,Rural,2021,No,124.285
H01816,Asia,Japan,Solar,360.139,2024,8,High,Rural,2011,Yes,304.654
H00569,Asia,South Korea,Geothermal,832.728,2020,6,High,Rural,2011,Yes,237.58
H04182,Africa,Ghana,Wind,306.93,2024,6,High,Rural,2014,Yes,105.294
H04024,South America,Argentina,Hydro,1711.827,2020,2,High,Rural,2018,Yes,291.746
H01607,South America,Argentina,Biomass,1418.911,2021,6,High,Rural,2019,No,242.032
H01695,North America,Mexico,Solar,1109.108,2021,6,High,Urban,2019,No,95.41
H02060,Europe,Spain,Geothermal,940.706,2023,7,High,Rural,2019,Yes,96.089
H00464,North America,USA,Hydro,414.362,2022,6,High,Urban,2017,Yes,131.012
H03815,Australia,New Zealand,Solar,860.184,2023,4,High,Urban,2022,Yes,330.792
H00626,Asia,China,Hydro,1564.719,2023,2,High,Urban,2019,Yes,260.344
H02985,North America,Canada,Solar,100.88,2023,5,High,Rural,2015,No,292.509
H01570,North America,USA,Geothermal,1008.345,2020,6,High,Urban,2015,No,7.441
H01035,Europe,Spain,Geothermal,1550.991,2021,4,High,Urban,2014,No,328.062
H03519,South America,Argentina,Geothermal,1321.788,2023,1,High,Rural,2023,No,76.867
H04665,Europe,France,Biomass,1063.491,2021,8,High,Urban,2017,Yes,173.173
H00151,Asia,South Korea,Hydro,1756.521,2022,1,High,Rural,2016,No,183.372
H01421,North America,Canada,Solar,1348.542,2021,2,High,Rural,2016,No,267.176
H00458,Asia,India,Solar,1529.359,2024,3,High,Rural,2010,No,302.547
H00240,Australia,Australia,Geothermal,1563.484,2020,3,High,Rural,2012,No,42.952
H04682,South America,Brazil,Wind,1929.694,2022,5,High,Rural,2016,No,328.391
H03023,North America,Canada,Geothermal,895.908,2023,3,High,Urban,2019,No,40.565
H03149,Europe,Spain,Wind,1775.54,2020,2,High,Urban,2011,Yes,115.941
H01947,South America,Peru,Geothermal,994.097,2021,8,High,Urban,2010,No,168.399
H00193,North America,Mexico,Geothermal,94.497,2022,6,High,Rural,2014,No,330.554
H04850,North America,USA,Solar,938.015,2020,7,High,Urban,2010,Yes,114.471
H04940,South America,Brazil,Solar,1445.496,2021,7,High,Urban,2020,Yes,77.889
H01269,Asia,India,Wind,1272.141,2022,5,High,Urban,2013,No,203.476
H04425,Asia,Japan,Hydro,353.795,2022,6,High,Rural,2022,Yes,275.926
H02314,North America,USA,Wind,1537.029,2020,2,High,Rural,2019,No,88.172
H02906,Africa,South Africa,Geothermal,421.896,2023,8,Middle,Rural,2013,No,385.04
H01871,Europe,Germany,Biomass,1626.516,2022,4,Middle,Rural,2021,Yes,228.072
H01174,North America,USA,Wind,1616.376,2021,3,Middle,Urban,2020,No,147.752
H00377,Australia,New Zealand,Solar,380.268,2023,5,Middle,Urban,2013,Yes,317.504
H01159,South America,Brazil,Solar,1293.372,2021,2,Middle,Rural,2011,Yes,89.032
H03820,North America,Mexico,Hydro,1650.444,2021,5,Middle,Rural,2019,Yes,142.152
H03928,Asia,India,Geothermal,481.176,2023,3,Middle,Rural,2012,No,212.168
H03260,Asia,China,Solar,676.716,2022,2,Middle,Rural,2016,Yes,374.384
H01505,Europe,France,Wind,696.672,2020,6,Middle,Rural,2020,Yes,31.92
H02310,Australia,Australia,Geothermal,984.696,2021,8,Middle,Rural,2021,Yes,39.912
H01437,Africa,Ghana,Biomass,228.84,2023,3,Middle,Rural,2023,Yes,263.768
H04589,North America,Canada,Solar,231.96,2024,8,Middle,Rural,2015,Yes,64.16
H01169,Australia,Australia,Solar,1032.804,2021,3,Middle,Urban,2012,Yes,52.008
H01593,North America,USA,Hydro,734.676,2021,4,Middle,Rural,2010,Yes,272.952
H03166,North America,Mexico,Solar,201.384,2021,8,Middle,Urban,2017,No,212.416
H03576,Australia,New Zealand,Wind,1330.404,2024,4,Middle,Rural,2016,Yes,77.976
H04871,Australia,Australia,Biomass,1323.384,2024,8,Middle,Rural,2013,Yes,287.328
H00953,Asia,Indonesia,Biomass,511.836,2022,5,Middle,Urban,2021,No,266.304
H04943,Africa,Ghana,Biomass,1678.404,2021,5,Middle,Rural,2011,No,73.016
H01490,South America,Chile,Solar,910.332,2023,8,Middle,Urban,2013,Yes,169.552
H00719,Australia,Australia,Wind,1674.276,2023,1,Middle,Rural,2016,Yes,13.408
H02703,Asia,Indonesia,Geothermal,412.5,2021,1,Middle,Rural,2020,No,369.896
H02723,South America,Brazil,Biomass,974.736,2023,8,Middle,Urban,2011,Yes,331.08
H04562,Africa,South Africa,Solar,388.704,2020,6,Middle,Urban,2017,No,399.864
H00309,Africa,South Africa,Biomass,475.44,2024,3,Middle,Rural,2017,No,350.712
H02079,Asia,South Korea,Wind,1242.996,2020,3,Middle,Urban,2013,No,78.8
H03568,Europe,France,Wind,1675.968,2020,5,Middle,Rural,2014,Yes,167.544
H04175,Australia,New Zealand,Biomass,1516.044,2023,1,Middle,Rural,2013,No,178.352
H02526,North America,Mexico,Wind,987.636,2021,4,Middle,Urban,2014,Yes,165.592
H03689,North America,Mexico,Solar,169.98,2023,1,Middle,Urban,2022,Yes,273.904
H04786,Australia,New Zealand,Wind,809.976,2021,7,Middle,Urban,2012,No,72.408
H02930,Australia,Australia,Solar,790.572,2021,8,Middle,Urban,2020,No,314.712
H03086,Africa,Egypt,Wind,1684.224,2024,6,Middle,Urban,2023,No,163.536
H01033,North America,USA,Wind,463.584,2021,8,Middle,Urban,2016,No,299.128
H01282,Australia,Australia,Solar,1631.004,2024,5,Middle,Rural,2012,No,247.56
H00669,Europe,Spain,Solar,901.488,2022,4,Middle,Urban,2011,No,8.816
H04060,Europe,Spain,Biomass,1107.852,2022,4,Middle,Urban,2022,No,319.352
H04454,Africa,Ghana,Hydro,91.116,2020,5,Middle,Rural,2012,Yes,212.528
H03193,Europe,Italy,Geothermal,792.804,2022,3,Middle,Urban,2019,Yes,275.6
H03376,Europe,France,Wind,93.516,2024,6,Middle,Urban,2016,No,131.968
H00908,North America,Canada,Geothermal,148.908,2020,1,Middle,Rural,2010,Yes,276.672
H04459,Asia,Japan,Geothermal,654.048,2021,2,Middle,Rural,2013,Yes,150.64
H00694,North America,USA,Geothermal,1753.416,2022,7,Middle,Urban,2018,Yes,310.432
H02415,South America,Brazil,Biomass,732.696,2023,4,Middle,Rural,2017,Yes,185.312
H02119,South America,Chile,Biomass,73.98,2023,3,Middle,Rural,2018,Yes,338.288
H03859,North America,USA,Geothermal,1418.64,2020,1,Middle,Urban,2017,No,90.528
H03636,Africa,Egypt,Hydro,111.9,2021,7,Middle,Rural,2014,Yes,202.36
H04479,Europe,Italy,Hydro,1071.468,2021,3,Middle,Urban,2021,No,74.712
H00888,Asia,Indonesia,Wind,695.748,2023,3,Middle,Rural,2019,Yes,130.728
H02168,North America,Mexico,Hydro,931.104,2022,3,Middle,Rural,2015,Yes,133.432
H00097,South America,Chile,Hydro,259.752,2024,5,Middle,Urban,2012,No,115.432
H00140,Africa,Egypt,Solar,1162.5,2024,2,Middle,Rural,2012,Yes,194.216
H04955,Australia,New Zealand,Wind,297.936,2024,2,Middle,Rural,2013,Yes,218.232
H02603,Africa,Ghana,Geothermal,555.024,2024,4,Middle,Rural,2021,No,210.928
H04773,Africa,Egypt,Wind,1212.384,2022,2,Middle,Rural,2021,No,321.52
H01630,Australia,Australia,Wind,1709.232,2021,1,Middle,Rural,2021,No,147.952
H00451,Asia,Japan,Geothermal,1767.132,2023,7,Middle,Urban,2016,No,34.544
H02457,Europe,UK,Hydro,123.42,2024,3,Middle,Rural,2019,Yes,237.448
H04723,Europe,France,Biomass,1663.428,2023,5,Middle,Rural,2017,No,75.264
H02012,Asia,South Korea,Hydro,622.128,2022,3,Middle,Rural,2015,Yes,205.464
H02687,Africa,Nigeria,Hydro,561.216,2021,1,Middle,Urban,2010,Yes,393.032
H01787,Asia,China,Solar,317.088,2023,6,Middle,Rural,2022,No,211.976
H03271,Australia,Australia,Hydro,804.072,2024,6,Middle,Rural,2014,No,181.856
H03228,Asia,Japan,Wind,1225.248,2024,2,Middle,Urban,2020,No,166.904
H01989,Australia,Australia,Solar,1308.132,2022,5,Middle,Urban,2010,Yes,72.192
H00832,Asia,Indonesia,Solar,850.932,2022,1,Middle,Rural,2019,Yes,127.456
H02776,North America,USA,Solar,1238.88,2023,3,Middle,Rural,2013,Yes,73.704
H04712,Asia,Japan,Wind,1267.98,2021,6,Middle,Urban,2018,No,246.136
H03215,Europe,Germany,Wind,501.456,2023,6,Middle,Rural,2010,Yes,218.6
H02733,Australia,Australia,Biomass,310.692,2020,7,Middle,Urban,2017,Yes,179.48
H01833,South America,Brazil,Hydro,1478.466,2020,1,Low,Rural,2013,No,367.695
H03854,Europe,Spain,Geothermal,940.533,2023,1,Low,Urban,2022,Yes,83.736
H03617,Australia,Australia,Geothermal,577.027,2020,1,Low,Rural,2017,No,51.552
H00799,Europe,Germany,Hydro,578.149,2020,6,Low,Urban,2011,Yes,165.582
H02793,Africa,Ghana,Wind,1060.07,2023,5,Low,Rural,2010,No,34.038
H02241,Australia,Australia,Biomass,1349.656,2024,7,Low,Rural,2022,No,282.015
H04664,Australia,New Zealand,Hydro,1291.323,2020,2,Low,Rural,2011,No,220.698
H01910,Asia,India,Geothermal,627.792,2023,4,Low,Urban,2014,No,68.319
H03410,North America,Mexico,Biomass,191.851,2022,7,Low,Urban,2015,No,63.207
H04675,Asia,South Korea,Biomass,715.99,2020,7,Low,Urban,2011,Yes,203.049
H02830,Europe,Germany,Biomass,1368.774,2023,1,Low,Rural,2011,Yes,322.092
H02419,Australia,New Zealand,Biomass,212.058,2021,3,Low,Urban,2015,Yes,350.001
H03099,Australia,New Zealand,Geothermal,425.986,2022,7,Low,Rural,2015,No,61.281
H00284,Europe,UK,Solar,1111.132,2022,5,Low,Rural,2021,Yes,296.82
H03461,Asia,South Korea,Wind,1171.852,2023,3,Low,Rural,2010,No,439.002
H02306,North America,Canada,Geothermal,442.332,2023,5,Low,Rural,2022,Yes,162.936
H02686,Europe,UK,Wind,686.279,2023,4,Low,Urban,2017,No,192.42
H00928,North America,Mexico,Solar,658.801,2024,5,Low,Urban,2024,No,437.427
H01210,Europe,Spain,Wind,778.602,2021,7,Low,Rural,2014,No,374.58
H03974,North America,Mexico,Solar,635.371,2023,4,Low,Urban,2019,No,443.115
H03546,South America,Peru,Biomass,1210.792,2024,5,Low,Rural,2010,No,336.906
H00352,Australia,Australia,Solar,129.954,2021,7,Low,Rural,2020,No,212.229
H04899,Asia,Indonesia,Biomass,1297.945,2021,1,Low,Urban,2015,Yes,361.701
H03394,Australia,Australia,Hydro,330.869,2022,8,Low,Urban,2018,Yes,445.581
H04982,South America,Peru,Hydro,1293.028,2022,3,Low,Urban,2011,Yes,338.418
H00834,Australia,New Zealand,Hydro,1063.37,2024,8,Low,Urban,2021,Yes,138.834
H00367,Asia,Indonesia,Geothermal,702.152,2024,1,Low,Urban,2024,No,400.347
H04847,Asia,Japan,Solar,1351.944,2020,3,Low,Urban,2013,No,147.132
H00219,Africa,Ghana,Geothermal,801.504,2020,6,Low,Rural,2013,No,314.739
H01488,North America,Canada,Wind,595.672,2020,5,Low,Urban,2012,Yes,16.866
H00439,Australia,Australia,Solar,1045.473,2023,6,Low,Urban,2022,Yes,269.946
H02751,North America,USA,Biomass,459.085,2020,5,Low,Urban,2010,No,218.385
H03289,Europe,France,Geothermal,1567.863,2021,8,Low,Rural,2019,Yes,226.287
